0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 3, 
0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 18, 12, 2, 
0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 18, 12, 2, 
0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 18, 12, 2, 
0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 18, 12, 2, 
0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 18, 12, 2, 
